"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
0.750,0.250,98.451,0,3.498,0,0,24479.749,73073.429,7956688,6424112,2916,1602460,0,0,"Core app process",0.250,"python3",42359.800,288.855,"Core app process",733796
1.749,0.500,97.712,0,1.000,0,0,31813.540,101276.336,7956940,6423860,2916,1602460,0,0,"db",0.250,"python3",42352.413,281.890,"Core app process",735204
5.252,0.500,94.029,0,2.751,0,0,4035647.521,173041.577,7947244,6433556,2916,1602460,0,0,"Core app process",3.251,"python3",42389.125,284.088,"Core app process",744552
25.749,0.250,73.248,0,0.250,0,0,12073.646,27081.205,7947920,6432880,2916,1602460,0,0,"Core app process",24.749,"python3",42367.756,290.991,"Core app process",744552
25.750,0.500,73.251,0,0.500,0,4.000,10450.145,23242.322,7948924,6431876,2916,1602460,0,0,"Core app process",24.750,"python3",42553.590,284.004,"Core app process",744680
26.000,0.500,73.001,0,0.500,0,0,14166.175,39126.482,7955020,6425776,2916,1602464,0,0,"Core app process",24.750,"python3",43546.537,282.003,"Core app process",744808
26.750,0.500,72.250,0,1.000,0,8.000,30750.122,96980.386,7955776,6425020,2916,1602464,0,0,"Core app process",25.000,"python3",42537.169,289.001,"Core app process",744936
24.750,1.750,72.249,0,0.750,0,16.000,45095930.999,3098525.768,7964272,6416520,2916,1602468,0,0,"Core app process",23.500,"python3",42545.585,279.997,"Core app process",764720
1.500,0.500,98.013,0,3.000,0,0,19323.641,67291.199,7965028,6415764,2916,1602468,0,0,"Core app process",0.500,"python3",42549.816,282.039,"Core app process",764720
1.000,0.250,97.977,0,1.000,0,0,19682.466,46497.288,7965280,6415512,2916,1602468,0,0,"Core app process",0.500,"python3",42535.201,281.935,"Core app process",764720
7.000,0.750,92.499,0,1.500,0,0,24713.681,75045.031,7965280,6415512,2916,1602468,0,0,"Pronghorn Gatew",5.750,"python3",42543.451,281.996,"Core app process",764720
1.500,0.750,97.498,0,1.000,0,0,41203.004,121315.066,7965280,6415512,2916,1602468,0,0,"memory cache",0.250,"python3",42531.971,288.993,"Core app process",764720
1.750,0.750,96.999,0,1.500,0,0,43815.606,169650.473,7966284,6414508,2916,1602468,0,0,"Core app process",0.500,"python3",42546.617,281.997,"Core app process",764152
0.750,0.500,98.222,0,0.250,0,0,21841.770,65505.314,7966536,6414256,2916,1602468,0,0,"Core app process",0.250,"python3",42535.866,288.918,"Core app process",764408
1.250,0.250,98.501,0,3.000,0,0,15490.106,40224.274,7965492,6415300,2916,1602468,0,0,"Core app process",0.250,"python3",42552.290,284.002,"Core app process",767736
4.002,0.750,95.037,0.250,0.750,0,7046.753,28194.014,83333.555,7980832,6399960,2916,1602468,0,0,"dockerd",0.250,"python3",42560.627,282.110,"Core app process",767736
1.000,0.250,97.720,0,2.249,0,0,39529.885,112843.417,7979804,6400984,2916,1602472,0,0,"Core app process",0.250,"python3",42536.964,283.913,"Core app process",767804
2.250,0.500,97.249,0,1.500,0,0,50722.547,174112.446,7980308,6400480,2916,1602472,0,0,"Core app process",0.500,"python3",42558.620,281.997,"Core app process",767804
0.750,0,98.002,0,2.250,0,0,17241.329,60431.153,7980468,6400316,2916,1602476,0,0,"Core app process",0.250,"python3",42549.812,284.005,"Core app process",772112
1.499,0,98.201,0,2.249,0,0,21656.238,57033.657,7980468,6400316,2916,1602476,0,0,"Core app process",0.500,"python3",42524.867,290.855,"Core app process",772112
1.000,0.250,98.784,0,2.251,0,0,25360.776,79023.347,7980468,6400316,2916,1602476,0,0,"Core app process",0.250,"python3",42559.728,289.100,"Core app process",772112
1.750,0.500,97.730,0,1.750,0,0,39338.034,119383.825,7980716,6400068,2916,1602476,0,0,"Core app process",0.250,"python3",42546.384,281.943,"Core app process",772112
1.250,0.250,97.464,0,5.248,0,0,40827.054,158445.997,7980716,6400068,2916,1602476,0,0,"python3",0.500,"python3",42531.430,288.894,"Core app process",772112
16.003,1.500,82.267,0,0.750,0,0,5312901.516,68117.443,7976668,6404116,2916,1602476,0,0,"Core app process",15.003,"python3",42560.024,289.061,"Core app process",758204
2.250,0.250,98.252,0,1.000,0,0,19406.446,52309.202,7970024,6410760,2916,1602476,0,0,"Core app process",0.250,"python3",42357.973,282.006,"Core app process",761020
0.750,0.500,98.247,0,1.750,0,0,28325.223,83289.716,7970276,6410508,2916,1602476,0,0,"Core app process",0.250,"python3",42361.838,281.992,"Core app process",761020
1.751,0.250,97.784,0,2.001,0,0,34609.863,110107.742,7970276,6410508,2916,1602476,0,0,"Core app process",0.500,"python3",42378.526,289.099,"Core app process",761020
2.250,0.500,96.756,0,2.500,0,0,50288.317,170959.276,7970276,6410508,2916,1602476,0,0,"Core app process",0.750,"python3",42365.794,282.019,"Core app process",761020
1.500,0.250,97.517,0,0.750,0,0,17384.049,60706.648,7964380,6416404,2916,1602476,0,0,"Core app process",0.250,"python3",42361.430,282.049,"Core app process",758648
1.000,0.250,97.751,0,1.500,0,0,22137.269,57850.702,7965388,6415396,2916,1602476,0,0,"Core app process",0.250,"python3",42383.514,282.003,"Core app process",758648
0.500,0.500,98.248,0,3.750,0,0,23141.594,76592.658,7965640,6415144,2916,1602476,0,0,"db",0.500,"python3",42360.258,290.995,"Core app process",758648
1.750,0.500,97.498,0,0.250,0,0,33497.429,110622.114,7965636,6415144,2916,1602480,0,0,"memory cache",0.500,"python3",42356.278,288.995,"Core app process",758648
5.502,1.250,92.780,0,1.751,0,4.001,21207448.866,185032.768,7958964,6421816,2916,1602480,0,0,"Core app process",4.251,"python3",42381.919,282.093,"Core app process",750008
1.250,0.500,97.752,0,1.000,0,4.000,5316164.687,75886.594,7953008,6427768,2916,1602484,0,0,"Core app process",0.500,"python3",42362.890,289.006,"Core app process",753564
0.750,0.250,98.500,0,1.750,0,0,19489.910,53345.755,7954268,6426508,2916,1602484,0,0,"Core app process",0.250,"python3",42378.805,283.999,"Core app process",753564
1.000,0.500,97.751,0,1.500,0,0,25649.300,80878.946,7955024,6425752,2916,1602484,0,0,"db",0.500,"python3",42353.495,282.003,"Core app process",754076
1.500,0.500,97.750,0,2.500,0,0,33520.009,103554.029,7959876,6420900,2916,1602484,0,0,"Core app process",0.250,"python3",42359.012,282.000,"Core app process",755996
2.250,0.250,96.742,0,2.000,0,0,51554.573,175086.965,7973228,6407548,2916,1602484,0,0,"Core app process",0.500,"python3",42349.363,288.975,"Core app process",757532
1.250,0.500,98.022,0,2.501,0,0,20983.691,68673.352,7971188,6409588,2916,1602484,0,0,"Core app process",0.500,"python3",42372.473,282.063,"Core app process",763832
1.500,0.250,98.479,0,1.250,0,0,22204.261,59061.395,7971440,6409336,2916,1602484,0,0,"Core app process",0.500,"python3",42349.961,281.940,"Core app process",765112
1.000,0.250,97.997,0,1.250,0,0,23711.305,76985.742,7971440,6409336,2916,1602484,0,0,"Core app process",0.250,"python3",42351.758,288.992,"Core app process",765112
1.749,0.250,97.704,0,1.000,0,0,32886.535,108702.882,7971440,6409336,2916,1602484,0,0,"docker-proxy",0.250,"python3",42354.083,290.863,"Core app process",765368
1.749,0.500,97.970,0,4.249,0,0,41147.421,155300.523,7968416,6412360,2916,1602484,0,0,"db",0.500,"python3",42337.057,281.914,"Core app process",738028
1.000,0,98.281,0,1.751,0,0,21146.679,65070.554,7967912,6412864,2916,1602484,0,0,"memory cache",0.250,"python3",42384.388,289.091,"Core app process",737864
1.500,0.250,98.500,0,1.000,0,0,18743.907,53177.737,7968164,6412612,2916,1602484,0,0,"ssm-agent-worke",0.250,"python3",42358.791,288.999,"Core app process",739656
1.000,0.250,97.972,0,2.249,0,0,25038.897,76850.199,7968164,6412612,2916,1602484,0,0,"db",0.250,"python3",42334.990,281.920,"Core app process",740936
2.500,0.250,97.252,0,3.500,0,0,5322945.300,106958.156,7956588,6424188,2916,1602484,0,0,"Core app process",1.000,"python3",42362.854,282.006,"Core app process",746652
2.250,0.250,96.499,0,1.000,0,0,55828.502,180300.393,7955000,6425772,2916,1602488,0,0,"Core app process",0.750,"python3",42528.621,290.997,"Core app process",744596
1.500,0.250,97.751,0,1.750,0,0,19411.127,67220.441,7955252,6425520,2916,1602488,0,0,"Core app process",0.500,"python3",42530.279,282.002,"Core app process",744596
1.250,0,98.223,0,1.750,0,0,23154.556,59785.360,7955752,6425016,2916,1602492,0,0,"Core app process",0.250,"python3",42517.166,283.921,"Core app process",744596
1.000,0.500,98.501,0,6.250,0,4.000,20866.114,72394.396,7955752,6425016,2916,1602492,0,0,"ksoftirqd/0",0.250,"python3",42522.233,289.002,"Core app process",744596
1.250,0.500,97.508,0,1.500,0,0,32981.716,107783.875,7955752,6425016,2916,1602492,0,0,"memory cache",0.500,"python3",42532.502,282.023,"Core app process",744596
2.251,0.250,97.530,0,1.000,0,0,50495.335,169623.512,7955752,6425016,2916,1602492,0,0,"Core app process",0.500,"python3",42533.917,289.088,"Core app process",744724
2.250,0.500,97.000,0,2.000,0,0,23756.026,69517.075,7962304,6418464,2916,1602492,0,0,"Pronghorn Autom",0.750,"python3",42536.046,289.000,"Core app process",745236
0.999,0.500,98.698,0,1.999,0,0,17476.716,52302.216,7964068,6416700,2916,1602492,0,0,"db",0.250,"python3",42505.420,283.849,"Core app process",746772
1.500,0.250,98.001,0,4.000,0,0,24636.160,76938.498,7954680,6426088,2916,1602492,0,0,"Core app process",0.250,"python3",42539.275,291.002,"Core app process",734396
1.250,0.500,97.763,0,1.250,0,0,32230.409,100109.693,7955940,6424828,2916,1602492,0,0,"memory cache",0.500,"python3",42528.817,282.039,"Core app process",736188
1.751,0.250,97.279,0,1.751,0,0,61551.233,186109.129,7956440,6424324,2916,1602496,0,0,"Core app process",0.500,"python3",42541.602,282.084,"Core app process",736700
15.002,1.000,83.514,0,1.500,0,0,5310071.793,73025.852,7957292,6423472,2916,1602496,0,0,"Core app process",14.752,"python3",42550.906,291.047,"Core app process",738596
1.249,0.500,98.204,0,2.999,0,0,21420.916,57838.772,7957516,6423248,2916,1602496,0,0,"Core app process",0.250,"python3",42521.983,281.867,"Core app process",738596
1.499,0.250,98.716,0,1.499,0,0,21083.739,72495.033,7956760,6424004,2916,1602496,0,0,"Core app process",0.250,"python3",42511.359,288.901,"Core app process",738596
1.000,0.250,97.752,0,1.500,0,0,34410.855,108232.690,7955780,6424984,2916,1602496,0,0,"Core app process",0.250,"python3",42521.057,282.007,"Core app process",738596
2.000,0.250,97.001,0,1.000,0,0,48598.399,170085.395,7955752,6425012,2916,1602496,0,0,"memory cache",0.750,"python3",42536.349,282.002,"Core app process",738596
0.750,0.500,98.500,0,0.250,0,0,22602.113,67922.341,7955752,6425012,2916,1602496,0,0,"docker-proxy",0.250,"python3",42552.213,289.001,"Core app process",738596
1.500,0.250,98.487,0,2.000,0,0,16357.837,51445.197,7956252,6424508,2916,1602500,0,0,"Core app process",0.250,"python3",42526.377,281.963,"Core app process",738596
0.999,0,98.191,0,0.500,0,0,26488.060,78730.620,7956504,6424256,2916,1602500,0,0,"memory cache",0.500,"python3",42503.422,281.830,"Core app process",738596
1.500,0.250,97.747,0,0.500,0,0,33641.110,96927.434,7956504,6424256,2916,1602500,0,0,"Core app process",0.250,"python3",42533.874,290.992,"Core app process",739108
2.000,1.000,97.002,0,1.250,0,0,44519.967,143205.111,7957512,6423248,2916,1602500,0,0,"Core app process",0.750,"python3",42539.924,282.006,"Core app process",740900
1.750,0.250,97.994,0,2.000,0,0,20435.760,73951.514,7958520,6422240,2916,1602500,0,0,"python3",0.500,"python3",42529.420,288.982,"Core app process",742180
1.500,0.250,97.750,0,0.750,0,0,29008.105,94071.340,7959524,6421236,2916,1602500,0,0,"Core app process",0.250,"python3",42526.154,284.001,"Core app process",743588
1.249,0.500,98.460,0,4.248,0,0,21249.332,68348.121,7958768,6421992,2916,1602500,0,0,"db",0.250,"python3",42524.654,281.885,"Core app process",723840
1.250,0.500,97.753,0,2.000,0,4.000,32903.164,101103.575,7956944,6423816,2916,1602500,0,0,"memory cache",0.500,"python3",42538.504,282.010,"Core app process",722592
1.500,0.250,97.511,0,1.500,0,0,35099.800,128033.862,7954592,6426168,2916,1602500,0,0,"Core app process",0.500,"python3",42538.605,282.031,"Core app process",722640
1.000,0.500,98.248,0,2.000,0,56.999,26585.401,87512.029,7954424,6426336,2916,1602500,0,0,"db",0.250,"python3",42533.042,281.994,"Core app process",723192
1.500,0,98.000,0,1.250,0,12.000,26891.974,94083.909,7954424,6426336,2916,1602500,0,0,"python3",0.500,"python3",42527.959,282.000,"Core app process",723272
1.500,0.750,97.998,0,0.500,0,0,25291.461,73080.442,7954424,6426336,2916,1602500,0,0,"db",0.250,"python3",42548.093,281.994,"Core app process",723804
1.250,0.250,97.974,0,1.000,0,0,27334.845,78119.553,7954424,6426336,2916,1602500,0,0,"db",0.500,"python3",42523.870,281.926,"Core app process",723428
2.249,0.500,97.197,0,1.499,0,0,46931.194,146335.533,7955968,6424792,2916,1602500,0,0,"Core app process",0.750,"python3",42511.624,288.841,"Core app process",722784
1.499,0.500,97.946,0,0.750,0,0,23498.048,88005.493,7947332,6433428,2916,1602500,0,0,"Core app process",0.500,"python3",42508.570,281.845,"Core app process",728620
1.500,0,98.029,0,1.500,0,0,32300.710,101806.605,7958652,6422088,2916,1602520,0,0,"Core app process",0.500,"python3",42557.794,291.088,"Core app process",729644
0.500,0.250,98.465,0,3.249,0,0,20424.759,67694.000,7958652,6422088,2916,1602520,0,0,"db",0.500,"python3",42513.927,288.898,"Core app process",729772
1.250,0.250,97.768,0,2.250,0,0,28375.202,85951.756,7958652,6422088,2916,1602520,0,0,"python3",0.500,"python3",42542.799,284.052,"Core app process",725712
1.000,0.750,97.251,0,1.500,0,0,32648.427,122199.598,7958652,6422088,2916,1602520,0,0,"Core app process",0.250,"python3",42553.557,282.004,"Core app process",725504
2.252,0.250,97.566,0,2.252,0,169.115,29582.105,90916.789,7957892,6422844,2916,1602524,0,0,"Pronghorn Autom",1.251,"python3",42561.926,282.192,"Core app process",724488
1.499,0.500,97.704,0,2.249,0,0,29386.120,100192.676,7957892,6422844,2916,1602524,0,0,"Core app process",0.500,"python3",42534.910,281.867,"Core app process",724548
1.251,0.250,98.790,0,2.751,0,16.006,24183.690,70914.415,7957888,6422844,2916,1602528,0,0,"Core app process",0.250,"python3",42545.048,282.113,"Core app process",725104
1.001,0.250,98.050,0,1.501,0,0,28288.537,78506.343,7957884,6422844,2916,1602532,0,0,"rcu_preempt",0.250,"python3",42553.868,284.146,"Core app process",725268
2.500,0.500,96.999,0,1.500,0,0,43359.515,138795.449,7957884,6422844,2916,1602532,0,0,"Core app process",1.000,"python3",42540.525,288.997,"Core app process",725400
1.500,0.500,98.221,0,1.749,0,0,26535.062,90920.801,7957884,6422844,2916,1602532,0,0,"Core app process",0.250,"python3",42513.282,288.914,"Core app process",725384
2.001,0,97.528,0,1.751,0,4.001,29849.569,94957.261,7957884,6422844,2916,1602532,0,0,"memory cache",0.500,"python3",42547.215,282.081,"Core app process",725052
0.750,0,98.706,0,1.249,0,0,20476.899,66762.328,7957884,6422844,2916,1602532,0,0,"containerd",0.250,"python3",42513.105,283.874,"Core app process",723808
2.000,0,97.740,0,2.000,0,0,30602.868,94724.306,7957884,6422844,2916,1602532,0,0,"memory cache",0.250,"python3",42535.647,290.970,"Core app process",723956
1.250,0.500,97.780,0,2.251,0,0,31601.571,120986.643,7957884,6422844,2916,1602532,0,0,"memory cache",0.500,"python3",42557.889,282.085,"Core app process",723988
0.750,0.250,97.969,0,0.500,0,56.982,27605.373,87934.518,7957884,6422844,2916,1602532,0,0,"memory cache",0.250,"python3",42516.713,283.911,"Core app process",724404
1.250,0.500,98.470,0,0.500,0,0,26467.893,89148.695,7961980,6418748,2916,1602532,0,0,"Core app process",0.250,"python3",42522.976,281.914,"Core app process",725300
1.000,0.250,98.761,0,0.750,0,0,23794.570,69457.502,7961980,6418748,2916,1602532,0,0,"memory cache",0.250,"python3",42528.594,282.030,"Core app process",724184
1.750,0.250,98.023,0,0.500,0,8.002,30587.224,88428.885,7961224,6419504,2916,1602532,0,0,"python3",0.500,"python3",42539.047,282.067,"Core app process",724604
2.248,0.250,96.919,0,0.999,0,0,42839.290,137797.135,7960720,6420008,2916,1602532,0,0,"Core app process",0.749,"python3",42488.582,281.765,"Core app process",724812
1.749,0,98.471,0,1.999,0,0,29758.298,84357.332,7950844,6429884,2916,1602532,0,0,"Core app process",0.500,"python3",42517.567,283.917,"Core app process",730020
1.500,0.250,97.498,0,1.750,0,0,30252.360,97535.936,7951096,6429632,2916,1602532,0,0,"rcu_preempt",0.250,"python3",42527.100,288.994,"Core app process",730404
4.000,0.500,95.250,0.250,0.250,0,7043.971,22379.909,80261.672,7954872,6425852,2916,1602536,0,0,"migration/0",0.250,"python3",42552.826,290.999,"Core app process",731812
1.000,0.500,98.031,0,3.251,0,0,30873.662,95745.965,7954112,6426608,2916,1602540,0,0,"Core app process",0.250,"python3",42545.315,282.088,"Core app process",732964
1.250,0.750,97.779,0,1.751,0,0,32117.412,117384.401,7950620,6430100,2916,1602540,0,0,"python3",0.500,"python3",42552.471,282.083,"Core app process",728952
1.000,0.250,98.220,0,2.249,0,157.952,28775.210,71226.242,7949976,6430744,2916,1602540,0,0,"Core app process",0.250,"python3",42523.010,281.914,"Core app process",728324
1.749,0.250,97.937,0,1.749,0,0,27018.529,91368.920,7949976,6430744,2916,1602540,0,0,"docker-proxy",0.500,"python3",42525.502,281.818,"Core app process",728396
0.750,0.500,98.000,0,1.500,0,0,27523.059,88379.190,7949976,6430744,2916,1602540,0,0,"python3",0.500,"python3",42523.091,282.001,"Core app process",728884
1.251,0.250,98.055,0,1.251,0,0,28623.969,79990.627,7950228,6430492,2916,1602540,0,0,"python3",0.500,"python3",42552.740,282.157,"Core app process",728128
1.748,0,97.396,0,2.497,0,0,42917.115,137556.930,7950224,6430492,2916,1602544,0,0,"Core app process",0.749,"python3",42474.588,283.697,"Core app process",728232
1.249,0.250,98.207,0,0.250,0,0,21805.390,75874.562,7950724,6429992,2916,1602544,0,0,"Core app process",0.500,"python3",42520.261,290.872,"Core app process",728744
1.750,0.250,97.750,0,0.500,0,0,32342.921,105335.744,7950972,6429740,2916,1602548,0,0,"Core app process",0.500,"python3",42342.897,281.999,"Core app process",728428
1.500,0,98.502,0,0.250,0,16.000,22988.563,83676.050,7950972,6429740,2916,1602548,0,0,"Core app process",0.250,"python3",42349.038,289.007,"Core app process",728120
0.750,0.250,97.759,0,1.250,0,0,28484.506,83989.388,7951728,6428984,2916,1602548,0,0,"docker-proxy",0.500,"python3",42353.726,282.025,"Core app process",728896
1.500,0.250,97.742,0,2.250,0,0,30513.570,113058.997,7952484,6428228,2916,1602548,0,0,"memory cache",0.500,"python3",42351.628,283.977,"Core app process",728256
2.249,1.000,97.472,0,1.749,0,40.988,25026.753,74819.336,7950972,6429740,2916,1602548,0,0,"Pronghorn Autom",1.000,"python3",42350.737,281.918,"Core app process",728492
